LSOA,IUC,IUCd
S01008126,5,e-Rational Utilitarians
S01008127,3,e-Veterans
S01008128,6,e-Mainstream
S01008129,7,Passive and Uncommitted Users
S01008130,7,Passive and Uncommitted Users
S01008131,7,Passive and Uncommitted Users
S01008132,5,e-Rational Utilitarians
S01008133,8,Digital Seniors
S01008134,4,Youthful Urban Fringe
S01008135,6,e-Mainstream
S01008136,7,Passive and Uncommitted Users
S01008137,10,e-Withdrawn
S01008138,10,e-Withdrawn
S01008139,7,Passive and Uncommitted Users
S01008140,10,e-Withdrawn
S01008141,6,e-Mainstream
S01008142,3,e-Veterans
S01008143,7,Passive and Uncommitted Users
S01008144,5,e-Rational Utilitarians
S01008145,7,Passive and Uncommitted Users
S01008146,10,e-Withdrawn
S01008147,7,Passive and Uncommitted Users
S01008148,6,e-Mainstream
S01008149,7,Passive and Uncommitted Users
S01008150,7,Passive and Uncommitted Users
S01008151,7,Passive and Uncommitted Users
S01008152,7,Passive and Uncommitted Users
S01008153,5,e-Rational Utilitarians
S01008154,8,Digital Seniors
S01008155,5,e-Rational Utilitarians
S01008156,8,Digital Seniors
S01008157,5,e-Rational Utilitarians
S01008158,3,e-Veterans
S01008159,7,Passive and Uncommitted Users
S01008160,7,Passive and Uncommitted Users
S01008161,3,e-Veterans
S01008162,6,e-Mainstream
S01008163,7,Passive and Uncommitted Users
S01008164,4,Youthful Urban Fringe
S01008165,3,e-Veterans
S01008166,7,Passive and Uncommitted Users
S01008167,7,Passive and Uncommitted Users
S01008168,7,Passive and Uncommitted Users
S01008169,7,Passive and Uncommitted Users
S01008170,6,e-Mainstream
S01008171,7,Passive and Uncommitted Users
S01008172,7,Passive and Uncommitted Users
S01008173,6,e-Mainstream
S01008174,8,Digital Seniors
S01008175,7,Passive and Uncommitted Users
S01008176,5,e-Rational Utilitarians
S01008177,7,Passive and Uncommitted Users
S01008178,8,Digital Seniors
S01008179,3,e-Veterans
S01008180,5,e-Rational Utilitarians
S01008181,8,Digital Seniors
S01008182,4,Youthful Urban Fringe
S01008183,6,e-Mainstream
S01008184,7,Passive and Uncommitted Users
S01008185,7,Passive and Uncommitted Users
S01008186,7,Passive and Uncommitted Users
S01008187,7,Passive and Uncommitted Users
S01008188,7,Passive and Uncommitted Users
S01008189,7,Passive and Uncommitted Users
S01008190,7,Passive and Uncommitted Users
S01008191,7,Passive and Uncommitted Users
S01008192,7,Passive and Uncommitted Users
S01008193,7,Passive and Uncommitted Users
S01008194,7,Passive and Uncommitted Users
S01008195,7,Passive and Uncommitted Users
S01008196,7,Passive and Uncommitted Users
S01008197,2,e-Professionals
S01008198,7,Passive and Uncommitted Users
S01008199,7,Passive and Uncommitted Users
S01008200,10,e-Withdrawn
S01008201,10,e-Withdrawn
S01008202,7,Passive and Uncommitted Users
S01008203,10,e-Withdrawn
S01008204,10,e-Withdrawn
S01008205,7,Passive and Uncommitted Users
S01008206,7,Passive and Uncommitted Users
S01008207,7,Passive and Uncommitted Users
S01008208,6,e-Mainstream
S01008209,3,e-Veterans
S01008210,7,Passive and Uncommitted Users
S01008211,7,Passive and Uncommitted Users
S01008212,3,e-Veterans
S01008213,5,e-Rational Utilitarians
S01008214,7,Passive and Uncommitted Users
S01008215,8,Digital Seniors
S01008216,5,e-Rational Utilitarians
S01008217,5,e-Rational Utilitarians
S01008218,3,e-Veterans
S01008219,7,Passive and Uncommitted Users
S01008220,7,Passive and Uncommitted Users
S01008221,7,Passive and Uncommitted Users
S01008222,10,e-Withdrawn
S01008223,7,Passive and Uncommitted Users
S01008224,6,e-Mainstream
S01008225,8,Digital Seniors
S01008226,10,e-Withdrawn
S01008227,10,e-Withdrawn
S01008228,8,Digital Seniors
S01008229,7,Passive and Uncommitted Users
S01008230,3,e-Veterans
S01008231,3,e-Veterans
S01008232,3,e-Veterans
S01008233,3,e-Veterans
S01008234,10,e-Withdrawn
S01008235,9,Settled Offline Communities
S01008236,8,Digital Seniors
S01008237,8,Digital Seniors
S01008238,7,Passive and Uncommitted Users
S01008239,8,Digital Seniors
S01008240,5,e-Rational Utilitarians
S01008241,5,e-Rational Utilitarians
S01008242,9,Settled Offline Communities
S01008243,5,e-Rational Utilitarians
S01008244,5,e-Rational Utilitarians
S01008245,5,e-Rational Utilitarians
S01008246,3,e-Veterans
S01008247,3,e-Veterans
S01008248,5,e-Rational Utilitarians
S01008249,5,e-Rational Utilitarians
S01008250,3,e-Veterans
S01008251,3,e-Veterans
S01008252,5,e-Rational Utilitarians
S01008253,7,Passive and Uncommitted Users
S01008254,7,Passive and Uncommitted Users
S01008255,6,e-Mainstream
S01008256,7,Passive and Uncommitted Users
S01008257,9,Settled Offline Communities
S01008258,5,e-Rational Utilitarians
S01008259,6,e-Mainstream
S01008260,8,Digital Seniors
S01008261,7,Passive and Uncommitted Users
S01008262,5,e-Rational Utilitarians
S01008263,5,e-Rational Utilitarians
S01008264,8,Digital Seniors
S01008265,5,e-Rational Utilitarians
S01008266,5,e-Rational Utilitarians
S01008267,5,e-Rational Utilitarians
S01008268,5,e-Rational Utilitarians
S01008269,9,Settled Offline Communities
S01008270,5,e-Rational Utilitarians
S01008271,4,Youthful Urban Fringe
S01008272,5,e-Rational Utilitarians
S01008273,5,e-Rational Utilitarians
S01008274,7,Passive and Uncommitted Users
S01008275,5,e-Rational Utilitarians
S01008276,3,e-Veterans
S01008277,3,e-Veterans
S01008278,5,e-Rational Utilitarians
S01008279,8,Digital Seniors
S01008280,5,e-Rational Utilitarians
S01008281,3,e-Veterans
S01008282,5,e-Rational Utilitarians
S01008283,3,e-Veterans
S01008284,6,e-Mainstream
S01008285,10,e-Withdrawn
S01008286,7,Passive and Uncommitted Users
S01008287,6,e-Mainstream
S01008288,8,Digital Seniors
S01008289,8,Digital Seniors
S01008290,6,e-Mainstream
S01008291,9,Settled Offline Communities
S01008292,7,Passive and Uncommitted Users
S01008293,3,e-Veterans
S01008294,3,e-Veterans
S01008295,6,e-Mainstream
S01008296,7,Passive and Uncommitted Users
S01008297,6,e-Mainstream
S01008298,6,e-Mainstream
S01008299,10,e-Withdrawn
S01008300,7,Passive and Uncommitted Users
S01008301,6,e-Mainstream
S01008302,5,e-Rational Utilitarians
S01008303,7,Passive and Uncommitted Users
S01008304,6,e-Mainstream
S01008305,5,e-Rational Utilitarians
S01008306,3,e-Veterans
S01008307,6,e-Mainstream
S01008308,8,Digital Seniors
S01008309,10,e-Withdrawn
S01008310,7,Passive and Uncommitted Users
S01008311,7,Passive and Uncommitted Users
S01008312,6,e-Mainstream
S01008313,10,e-Withdrawn
S01008314,7,Passive and Uncommitted Users
S01008315,10,e-Withdrawn
S01008316,10,e-Withdrawn
S01008317,6,e-Mainstream
S01008318,5,e-Rational Utilitarians
S01008319,7,Passive and Uncommitted Users
S01008320,9,Settled Offline Communities
S01008321,3,e-Veterans
S01008322,7,Passive and Uncommitted Users
S01008323,7,Passive and Uncommitted Users
S01008324,7,Passive and Uncommitted Users
S01008325,7,Passive and Uncommitted Users
S01008326,7,Passive and Uncommitted Users
S01008327,7,Passive and Uncommitted Users
S01008328,3,e-Veterans
S01008329,3,e-Veterans
S01008330,6,e-Mainstream
S01008331,3,e-Veterans
S01008332,6,e-Mainstream
S01008333,8,Digital Seniors
S01008334,5,e-Rational Utilitarians
S01008335,8,Digital Seniors
S01008336,6,e-Mainstream
S01008337,3,e-Veterans
S01008338,3,e-Veterans
S01008339,3,e-Veterans
S01008340,3,e-Veterans
S01008341,3,e-Veterans
S01008342,6,e-Mainstream
S01008343,5,e-Rational Utilitarians
S01008344,3,e-Veterans
S01008345,3,e-Veterans
S01008346,3,e-Veterans
S01008347,5,e-Rational Utilitarians
S01008348,5,e-Rational Utilitarians
S01008349,3,e-Veterans
S01008350,5,e-Rational Utilitarians
S01008351,5,e-Rational Utilitarians
S01008352,3,e-Veterans
S01008353,5,e-Rational Utilitarians
S01008354,5,e-Rational Utilitarians
S01008355,8,Digital Seniors
S01008356,3,e-Veterans
S01008357,5,e-Rational Utilitarians
S01008358,8,Digital Seniors
S01008359,5,e-Rational Utilitarians
S01008360,5,e-Rational Utilitarians
S01008361,3,e-Veterans
S01008362,3,e-Veterans
S01008363,5,e-Rational Utilitarians
S01008364,5,e-Rational Utilitarians
S01008365,5,e-Rational Utilitarians
S01008366,7,Passive and Uncommitted Users
S01008367,6,e-Mainstream
S01008368,6,e-Mainstream
S01008369,8,Digital Seniors
S01008370,3,e-Veterans
S01008371,5,e-Rational Utilitarians
S01008372,6,e-Mainstream
S01008373,5,e-Rational Utilitarians
S01008374,5,e-Rational Utilitarians
S01008375,3,e-Veterans
S01008376,3,e-Veterans
S01008377,6,e-Mainstream
S01008378,5,e-Rational Utilitarians
S01008379,8,Digital Seniors
S01008380,3,e-Veterans
S01008381,3,e-Veterans
S01008382,5,e-Rational Utilitarians
S01008383,3,e-Veterans
S01008384,6,e-Mainstream
S01008385,5,e-Rational Utilitarians
S01008386,6,e-Mainstream
S01008387,6,e-Mainstream
S01008388,3,e-Veterans
S01008389,9,Settled Offline Communities
S01008390,5,e-Rational Utilitarians
S01008391,8,Digital Seniors
S01008392,3,e-Veterans
S01008393,5,e-Rational Utilitarians
S01008394,3,e-Veterans
S01008395,3,e-Veterans
S01008396,8,Digital Seniors
S01008397,5,e-Rational Utilitarians
S01008398,5,e-Rational Utilitarians
S01008399,8,Digital Seniors
S01008400,6,e-Mainstream
S01008401,6,e-Mainstream
S01008402,5,e-Rational Utilitarians
S01008403,3,e-Veterans
S01008404,5,e-Rational Utilitarians
S01008405,3,e-Veterans
S01008406,6,e-Mainstream
S01008407,6,e-Mainstream
S01008408,6,e-Mainstream
S01008409,7,Passive and Uncommitted Users
S01008410,6,e-Mainstream
S01008411,6,e-Mainstream
S01008412,6,e-Mainstream
S01008413,6,e-Mainstream
S01008414,3,e-Veterans
S01008415,6,e-Mainstream
S01008416,7,Passive and Uncommitted Users
S01008417,5,e-Rational Utilitarians
S01008418,5,e-Rational Utilitarians
S01008419,3,e-Veterans
S01008420,3,e-Veterans
S01008421,6,e-Mainstream
S01008422,5,e-Rational Utilitarians
S01008423,3,e-Veterans
S01008424,5,e-Rational Utilitarians
S01008425,4,Youthful Urban Fringe
S01008426,7,Passive and Uncommitted Users
S01008427,3,e-Veterans
S01008428,7,Passive and Uncommitted Users
S01008429,8,Digital Seniors
S01008430,6,e-Mainstream
S01008431,8,Digital Seniors
S01008432,8,Digital Seniors
S01008433,8,Digital Seniors
S01008434,6,e-Mainstream
S01008435,8,Digital Seniors
S01008436,5,e-Rational Utilitarians
S01008437,6,e-Mainstream
S01008438,3,e-Veterans
S01008439,3,e-Veterans
S01008440,3,e-Veterans
S01008441,5,e-Rational Utilitarians
S01008442,3,e-Veterans
S01008443,5,e-Rational Utilitarians
S01008444,3,e-Veterans
S01008445,9,Settled Offline Communities
S01008446,3,e-Veterans
S01008447,5,e-Rational Utilitarians
S01008448,6,e-Mainstream
S01008449,7,Passive and Uncommitted Users
S01008450,7,Passive and Uncommitted Users
S01008451,10,e-Withdrawn
S01008452,10,e-Withdrawn
S01008453,4,Youthful Urban Fringe
S01008454,7,Passive and Uncommitted Users
S01008455,10,e-Withdrawn
S01008456,10,e-Withdrawn
S01008457,10,e-Withdrawn
S01008458,7,Passive and Uncommitted Users
S01008459,10,e-Withdrawn
S01008460,10,e-Withdrawn
S01008461,10,e-Withdrawn
S01008462,10,e-Withdrawn
S01008463,10,e-Withdrawn
S01008464,7,Passive and Uncommitted Users
S01008465,7,Passive and Uncommitted Users
S01008466,7,Passive and Uncommitted Users
S01008467,7,Passive and Uncommitted Users
S01008468,7,Passive and Uncommitted Users
S01008469,4,Youthful Urban Fringe
S01008470,10,e-Withdrawn
S01008471,7,Passive and Uncommitted Users
S01008472,7,Passive and Uncommitted Users
S01008473,7,Passive and Uncommitted Users
S01008474,10,e-Withdrawn
S01008475,10,e-Withdrawn
S01008476,10,e-Withdrawn
S01008477,10,e-Withdrawn
S01008478,10,e-Withdrawn
S01008479,10,e-Withdrawn
S01008480,4,Youthful Urban Fringe
S01008481,7,Passive and Uncommitted Users
S01008482,10,e-Withdrawn
S01008483,7,Passive and Uncommitted Users
S01008484,7,Passive and Uncommitted Users
S01008485,6,e-Mainstream
S01008486,7,Passive and Uncommitted Users
S01008487,2,e-Professionals
S01008488,4,Youthful Urban Fringe
S01008489,7,Passive and Uncommitted Users
S01008490,4,Youthful Urban Fringe
S01008491,2,e-Professionals
S01008492,2,e-Professionals
S01008493,7,Passive and Uncommitted Users
S01008494,4,Youthful Urban Fringe
S01008495,2,e-Professionals
S01008496,2,e-Professionals
S01008497,2,e-Professionals
S01008498,2,e-Professionals
S01008499,2,e-Professionals
S01008500,4,Youthful Urban Fringe
S01008501,2,e-Professionals
S01008502,2,e-Professionals
S01008503,2,e-Professionals
S01008504,2,e-Professionals
S01008505,2,e-Professionals
S01008506,3,e-Veterans
S01008507,2,e-Professionals
S01008508,3,e-Veterans
S01008509,3,e-Veterans
S01008510,3,e-Veterans
S01008511,3,e-Veterans
S01008512,5,e-Rational Utilitarians
S01008513,5,e-Rational Utilitarians
S01008514,3,e-Veterans
S01008515,2,e-Professionals
S01008516,2,e-Professionals
S01008517,2,e-Professionals
S01008518,2,e-Professionals
S01008519,3,e-Veterans
S01008520,3,e-Veterans
S01008521,3,e-Veterans
S01008522,3,e-Veterans
S01008523,3,e-Veterans
S01008524,7,Passive and Uncommitted Users
S01008525,10,e-Withdrawn
S01008526,7,Passive and Uncommitted Users
S01008527,6,e-Mainstream
S01008528,6,e-Mainstream
S01008529,7,Passive and Uncommitted Users
S01008530,10,e-Withdrawn
S01008531,10,e-Withdrawn
S01008532,7,Passive and Uncommitted Users
S01008533,3,e-Veterans
S01008534,3,e-Veterans
S01008535,6,e-Mainstream
S01008536,5,e-Rational Utilitarians
S01008537,5,e-Rational Utilitarians
S01008538,5,e-Rational Utilitarians
S01008539,3,e-Veterans
S01008540,3,e-Veterans
S01008541,3,e-Veterans
S01008542,3,e-Veterans
S01008543,3,e-Veterans
S01008544,3,e-Veterans
S01008545,3,e-Veterans
S01008546,5,e-Rational Utilitarians
S01008547,6,e-Mainstream
S01008548,3,e-Veterans
S01008549,6,e-Mainstream
S01008550,3,e-Veterans
S01008551,6,e-Mainstream
S01008552,6,e-Mainstream
S01008553,9,Settled Offline Communities
S01008554,7,Passive and Uncommitted Users
S01008555,10,e-Withdrawn
S01008556,10,e-Withdrawn
S01008557,10,e-Withdrawn
S01008558,7,Passive and Uncommitted Users
S01008559,10,e-Withdrawn
S01008560,7,Passive and Uncommitted Users
S01008561,7,Passive and Uncommitted Users
S01008562,10,e-Withdrawn
S01008563,7,Passive and Uncommitted Users
S01008564,7,Passive and Uncommitted Users
S01008565,10,e-Withdrawn
S01008566,7,Passive and Uncommitted Users
S01008567,7,Passive and Uncommitted Users
S01008568,6,e-Mainstream
S01008569,10,e-Withdrawn
S01008570,10,e-Withdrawn
S01008571,7,Passive and Uncommitted Users
S01008572,7,Passive and Uncommitted Users
S01008573,6,e-Mainstream
S01008574,6,e-Mainstream
S01008575,6,e-Mainstream
S01008576,6,e-Mainstream
S01008577,8,Digital Seniors
S01008578,3,e-Veterans
S01008579,5,e-Rational Utilitarians
S01008580,6,e-Mainstream
S01008581,10,e-Withdrawn
S01008582,7,Passive and Uncommitted Users
S01008583,7,Passive and Uncommitted Users
S01008584,7,Passive and Uncommitted Users
S01008585,7,Passive and Uncommitted Users
S01008586,7,Passive and Uncommitted Users
S01008587,3,e-Veterans
S01008588,3,e-Veterans
S01008589,5,e-Rational Utilitarians
S01008590,3,e-Veterans
S01008591,3,e-Veterans
S01008592,4,Youthful Urban Fringe
S01008593,3,e-Veterans
S01008594,3,e-Veterans
S01008595,10,e-Withdrawn
S01008596,7,Passive and Uncommitted Users
S01008597,6,e-Mainstream
S01008598,4,Youthful Urban Fringe
S01008599,2,e-Professionals
S01008600,3,e-Veterans
S01008601,4,Youthful Urban Fringe
S01008602,2,e-Professionals
S01008603,2,e-Professionals
S01008604,2,e-Professionals
S01008605,2,e-Professionals
S01008606,2,e-Professionals
S01008607,3,e-Veterans
S01008608,3,e-Veterans
S01008609,3,e-Veterans
S01008610,3,e-Veterans
S01008611,1,e-Cultural Creators
S01008612,2,e-Professionals
S01008613,2,e-Professionals
S01008614,1,e-Cultural Creators
S01008615,2,e-Professionals
S01008616,1,e-Cultural Creators
S01008617,1,e-Cultural Creators
S01008618,1,e-Cultural Creators
S01008619,1,e-Cultural Creators
S01008620,1,e-Cultural Creators
S01008621,1,e-Cultural Creators
S01008622,2,e-Professionals
S01008623,1,e-Cultural Creators
S01008624,5,e-Rational Utilitarians
S01008625,3,e-Veterans
S01008626,2,e-Professionals
S01008627,3,e-Veterans
S01008628,2,e-Professionals
S01008629,2,e-Professionals
S01008630,2,e-Professionals
S01008631,2,e-Professionals
S01008632,2,e-Professionals
S01008633,3,e-Veterans
S01008634,2,e-Professionals
S01008635,2,e-Professionals
S01008636,2,e-Professionals
S01008637,2,e-Professionals
S01008638,4,Youthful Urban Fringe
S01008639,2,e-Professionals
S01008640,2,e-Professionals
S01008641,2,e-Professionals
S01008642,2,e-Professionals
S01008643,2,e-Professionals
S01008644,2,e-Professionals
S01008645,2,e-Professionals
S01008646,2,e-Professionals
S01008647,2,e-Professionals
S01008648,2,e-Professionals
S01008649,2,e-Professionals
S01008650,2,e-Professionals
S01008651,1,e-Cultural Creators
S01008652,2,e-Professionals
S01008653,2,e-Professionals
S01008654,2,e-Professionals
S01008655,2,e-Professionals
S01008656,4,Youthful Urban Fringe
S01008657,2,e-Professionals
S01008658,2,e-Professionals
S01008659,2,e-Professionals
S01008660,2,e-Professionals
S01008661,4,Youthful Urban Fringe
S01008662,1,e-Cultural Creators
S01008663,1,e-Cultural Creators
S01008664,2,e-Professionals
S01008665,2,e-Professionals
S01008666,1,e-Cultural Creators
S01008667,1,e-Cultural Creators
S01008668,1,e-Cultural Creators
S01008669,1,e-Cultural Creators
S01008670,1,e-Cultural Creators
S01008671,1,e-Cultural Creators
S01008672,1,e-Cultural Creators
S01008673,2,e-Professionals
S01008674,1,e-Cultural Creators
S01008675,2,e-Professionals
S01008676,2,e-Professionals
S01008677,2,e-Professionals
S01008678,1,e-Cultural Creators
S01008679,4,Youthful Urban Fringe
S01008680,1,e-Cultural Creators
S01008681,4,Youthful Urban Fringe
S01008682,2,e-Professionals
S01008683,4,Youthful Urban Fringe
S01008684,4,Youthful Urban Fringe
S01008685,4,Youthful Urban Fringe
S01008686,7,Passive and Uncommitted Users
S01008687,2,e-Professionals
S01008688,2,e-Professionals
S01008689,2,e-Professionals
S01008690,2,e-Professionals
S01008691,2,e-Professionals
S01008692,4,Youthful Urban Fringe
S01008693,9,Settled Offline Communities
S01008694,2,e-Professionals
S01008695,3,e-Veterans
S01008696,3,e-Veterans
S01008697,6,e-Mainstream
S01008698,6,e-Mainstream
S01008699,7,Passive and Uncommitted Users
S01008700,5,e-Rational Utilitarians
S01008701,10,e-Withdrawn
S01008702,2,e-Professionals
S01008703,10,e-Withdrawn
S01008704,7,Passive and Uncommitted Users
S01008705,10,e-Withdrawn
S01008706,10,e-Withdrawn
S01008707,10,e-Withdrawn
S01008708,10,e-Withdrawn
S01008709,10,e-Withdrawn
S01008710,7,Passive and Uncommitted Users
S01008711,10,e-Withdrawn
S01008712,10,e-Withdrawn
S01008713,10,e-Withdrawn
S01008714,10,e-Withdrawn
S01008715,10,e-Withdrawn
S01008716,10,e-Withdrawn
S01008717,6,e-Mainstream
S01008718,7,Passive and Uncommitted Users
S01008719,6,e-Mainstream
S01008720,7,Passive and Uncommitted Users
S01008721,3,e-Veterans
S01008722,8,Digital Seniors
S01008723,6,e-Mainstream
S01008724,5,e-Rational Utilitarians
S01008725,5,e-Rational Utilitarians
S01008726,3,e-Veterans
S01008727,3,e-Veterans
S01008728,6,e-Mainstream
S01008729,3,e-Veterans
S01008730,2,e-Professionals
S01008731,7,Passive and Uncommitted Users
S01008732,7,Passive and Uncommitted Users
S01008733,6,e-Mainstream
S01008734,6,e-Mainstream
S01008735,6,e-Mainstream
S01008736,8,Digital Seniors
S01008737,8,Digital Seniors
S01008738,8,Digital Seniors
S01008739,8,Digital Seniors
S01008740,8,Digital Seniors
S01008741,8,Digital Seniors
S01008742,7,Passive and Uncommitted Users
S01008743,7,Passive and Uncommitted Users
S01008744,7,Passive and Uncommitted Users
S01008745,6,e-Mainstream
S01008746,7,Passive and Uncommitted Users
S01008747,6,e-Mainstream
S01008748,9,Settled Offline Communities
S01008749,8,Digital Seniors
S01008750,9,Settled Offline Communities
S01008751,7,Passive and Uncommitted Users
S01008752,10,e-Withdrawn
S01008753,10,e-Withdrawn
S01008754,7,Passive and Uncommitted Users
S01008755,7,Passive and Uncommitted Users
S01008756,10,e-Withdrawn
S01008757,10,e-Withdrawn
S01008758,10,e-Withdrawn
S01008759,10,e-Withdrawn
S01008760,10,e-Withdrawn
S01008761,4,Youthful Urban Fringe
S01008762,7,Passive and Uncommitted Users
S01008763,6,e-Mainstream
S01008764,6,e-Mainstream
S01008765,3,e-Veterans
S01008766,8,Digital Seniors
S01008767,6,e-Mainstream
S01008768,6,e-Mainstream
S01008769,2,e-Professionals
S01008770,2,e-Professionals
S01008771,2,e-Professionals
S01008772,6,e-Mainstream
S01008773,4,Youthful Urban Fringe
S01008774,4,Youthful Urban Fringe
S01008775,3,e-Veterans
S01008776,4,Youthful Urban Fringe
S01008777,10,e-Withdrawn
S01008778,2,e-Professionals
S01008779,2,e-Professionals
S01008780,2,e-Professionals
S01008781,2,e-Professionals
S01008782,2,e-Professionals
S01008783,2,e-Professionals
S01008784,2,e-Professionals
S01008785,7,Passive and Uncommitted Users
S01008786,2,e-Professionals
S01008787,10,e-Withdrawn
S01008788,2,e-Professionals
S01008789,10,e-Withdrawn
S01008790,4,Youthful Urban Fringe
S01008791,2,e-Professionals
S01008792,3,e-Veterans
S01008793,7,Passive and Uncommitted Users
S01008794,7,Passive and Uncommitted Users
S01008795,2,e-Professionals
S01008796,4,Youthful Urban Fringe
S01008797,3,e-Veterans
S01008798,4,Youthful Urban Fringe
S01008799,2,e-Professionals
S01008800,2,e-Professionals
S01008801,2,e-Professionals
S01008802,2,e-Professionals
S01008803,4,Youthful Urban Fringe
S01008804,4,Youthful Urban Fringe
S01008805,2,e-Professionals
S01008806,2,e-Professionals
S01008807,2,e-Professionals
S01008808,3,e-Veterans
S01008809,2,e-Professionals
S01008810,2,e-Professionals
S01008811,2,e-Professionals
S01008812,2,e-Professionals
S01008813,4,Youthful Urban Fringe
S01008814,2,e-Professionals
S01008815,2,e-Professionals
S01008816,4,Youthful Urban Fringe
S01008817,3,e-Veterans
S01008818,2,e-Professionals
S01008819,3,e-Veterans
S01008820,4,Youthful Urban Fringe
S01008821,3,e-Veterans
S01008822,3,e-Veterans
S01008823,3,e-Veterans
S01008824,3,e-Veterans
S01008825,3,e-Veterans
S01008826,3,e-Veterans
S01008827,3,e-Veterans
S01008828,3,e-Veterans
S01008829,6,e-Mainstream
S01008830,3,e-Veterans
S01008831,5,e-Rational Utilitarians
S01008832,3,e-Veterans
S01008833,3,e-Veterans
S01008834,3,e-Veterans
S01008835,6,e-Mainstream
S01008836,4,Youthful Urban Fringe
S01008837,2,e-Professionals
S01008838,2,e-Professionals
S01008839,2,e-Professionals
S01008840,2,e-Professionals
S01008841,2,e-Professionals
S01008842,2,e-Professionals
S01008843,2,e-Professionals
S01008844,2,e-Professionals
S01008845,2,e-Professionals
S01008846,2,e-Professionals
S01008847,2,e-Professionals
S01008848,2,e-Professionals
S01008849,2,e-Professionals
S01008850,2,e-Professionals
S01008851,2,e-Professionals
S01008852,2,e-Professionals
S01008853,2,e-Professionals
S01008854,2,e-Professionals
S01008855,2,e-Professionals
S01008856,2,e-Professionals
S01008857,2,e-Professionals
S01008858,2,e-Professionals
S01008859,2,e-Professionals
S01008860,2,e-Professionals
S01008861,2,e-Professionals
S01008862,2,e-Professionals
S01008863,2,e-Professionals
S01008864,2,e-Professionals
S01008865,2,e-Professionals
S01008866,2,e-Professionals
S01008867,3,e-Veterans
S01008868,2,e-Professionals
S01008869,2,e-Professionals
S01008870,2,e-Professionals
S01008871,2,e-Professionals
S01008872,2,e-Professionals
S01008873,2,e-Professionals
S01008874,3,e-Veterans
S01008875,2,e-Professionals
S01008876,6,e-Mainstream
S01008877,3,e-Veterans
S01008878,7,Passive and Uncommitted Users
S01008879,6,e-Mainstream
S01008880,3,e-Veterans
S01008881,5,e-Rational Utilitarians
S01008882,3,e-Veterans
S01008883,3,e-Veterans
S01008884,5,e-Rational Utilitarians
S01008885,3,e-Veterans
S01008886,3,e-Veterans
S01008887,3,e-Veterans
S01008888,2,e-Professionals
S01008889,3,e-Veterans
S01008890,6,e-Mainstream
S01008891,5,e-Rational Utilitarians
S01008892,3,e-Veterans
S01008893,3,e-Veterans
S01008894,3,e-Veterans
S01008895,3,e-Veterans
S01008896,3,e-Veterans
S01008897,3,e-Veterans
S01008898,5,e-Rational Utilitarians
S01008899,10,e-Withdrawn
S01008900,7,Passive and Uncommitted Users
S01008901,7,Passive and Uncommitted Users
S01008902,7,Passive and Uncommitted Users
S01008903,10,e-Withdrawn
S01008904,4,Youthful Urban Fringe
S01008905,10,e-Withdrawn
S01008906,7,Passive and Uncommitted Users
S01008907,10,e-Withdrawn
S01008908,7,Passive and Uncommitted Users
S01008909,7,Passive and Uncommitted Users
S01008910,6,e-Mainstream
S01008911,2,e-Professionals
S01008912,6,e-Mainstream
S01008913,3,e-Veterans
S01008914,7,Passive and Uncommitted Users
S01008915,6,e-Mainstream
S01008916,10,e-Withdrawn
S01008917,10,e-Withdrawn
S01008918,10,e-Withdrawn
S01008919,10,e-Withdrawn
S01008920,2,e-Professionals
S01008921,10,e-Withdrawn
S01008922,10,e-Withdrawn
S01008923,10,e-Withdrawn
S01008924,10,e-Withdrawn
S01008925,6,e-Mainstream
S01008926,6,e-Mainstream
S01008927,2,e-Professionals
S01008928,7,Passive and Uncommitted Users
S01008929,10,e-Withdrawn
S01008930,10,e-Withdrawn
S01008931,10,e-Withdrawn
S01008932,4,Youthful Urban Fringe
S01008933,7,Passive and Uncommitted Users
S01008934,7,Passive and Uncommitted Users
S01008935,6,e-Mainstream
S01008936,3,e-Veterans
S01008937,6,e-Mainstream
S01008938,6,e-Mainstream
S01008939,6,e-Mainstream
S01008940,3,e-Veterans
S01008941,3,e-Veterans
S01008942,3,e-Veterans
S01008943,5,e-Rational Utilitarians
S01008944,5,e-Rational Utilitarians
S01008945,3,e-Veterans
S01008946,5,e-Rational Utilitarians
S01008947,5,e-Rational Utilitarians
S01008948,6,e-Mainstream
S01008949,7,Passive and Uncommitted Users
S01008950,7,Passive and Uncommitted Users
S01008951,10,e-Withdrawn
S01008952,7,Passive and Uncommitted Users
S01008953,7,Passive and Uncommitted Users
S01008954,10,e-Withdrawn
S01008955,6,e-Mainstream
S01008956,6,e-Mainstream
S01008957,6,e-Mainstream
S01008958,7,Passive and Uncommitted Users
S01008959,6,e-Mainstream
S01008960,3,e-Veterans
S01008961,6,e-Mainstream
S01008962,6,e-Mainstream
S01008963,6,e-Mainstream
S01008964,5,e-Rational Utilitarians
S01008965,5,e-Rational Utilitarians
S01008966,6,e-Mainstream
S01008967,5,e-Rational Utilitarians
S01008968,5,e-Rational Utilitarians
S01008969,6,e-Mainstream
S01008970,3,e-Veterans
S01008971,3,e-Veterans
S01008972,3,e-Veterans
S01008973,6,e-Mainstream
S01008974,6,e-Mainstream
S01008975,10,e-Withdrawn
S01008976,5,e-Rational Utilitarians
S01008977,5,e-Rational Utilitarians
S01008978,6,e-Mainstream
S01008979,3,e-Veterans
S01008980,6,e-Mainstream
