PCS.old,PCS
GU5 9,GU5 9
GU511,GU511
GU512,GU512
GU513,GU513
GU514,GU514
GU515,GU515
GU519,GU513
GU520,GU520
GU526,GU526
GU527,GU527
GU528,GU528
GU529,GU529
GU6,GU6 8
GU6 7,GU6 7
GU6 8,GU6 8
GU7,GU7 1
GU7 1,GU7 1
GU7 2,GU7 2
GU7 3,GU7 3
GU8,GU7 1
GU8 4,GU8 4
GU8 5,GU8 5
GU8 6,GU8 6
GU9,GU9 7
GU9 0,GU9 0
GU9 7,GU9 7
GU9 8,GU9 8
GU9 9,GU9 9
GU951,GU152
HA0,HA0 2
HA0 1,HA0 1
HA0 2,HA0 2
HA0 3,HA0 3
HA0 4,HA0 4
HA1,HA1 2
HA1 1,HA1 1
HA1 2,HA1 2
HA1 3,HA1 3
HA1 4,HA1 4
HA2,HA1 2
HA2 0,HA2 0
HA2 6,HA2 6
HA2 7,HA2 7
HA2 8,HA2 8
HA2 9,HA2 9
HA3,HA1 2
HA3 0,HA3 0
HA3 5,HA3 5
HA3 6,HA3 6
HA3 7,HA3 7
HA3 8,HA3 8
HA3 9,HA3 9
HA4,HA4 8
HA4 0,HA4 0
HA4 6,HA4 6
HA4 7,HA4 7
HA4 8,HA4 8
HA4 9,HA4 9
HA5,HA5 3
HA5 1,HA5 1
HA5 2,HA5 2
HA5 3,HA5 3
HA5 4,HA5 4
HA5 5,HA5 5
HA6,HA6 1
HA6 1,HA6 1
HA6 2,HA6 2
HA6 3,HA6 3
HA7,HA7 1
HA7 1,HA7 1
HA7 2,HA7 2
HA7 3,HA7 3
HA7 4,HA7 4
HA8,HA8 7
HA8 0,HA8 0
HA8 5,HA8 5
HA8 6,HA8 6
HA8 7,HA8 7
HA8 8,HA8 8
HA8 9,HA8 9
HA9,HA0 2
HA9 0,HA9 0
HA9 6,HA9 6
HA9 7,HA9 7
HA9 8,HA9 8
HA9 9,HA9 9
HD1,HD1 2
HD1 1,HD1 1
HD1 2,HD1 2
HD1 3,HD1 3
HD1 4,HD1 4
HD1 5,HD1 5
HD1 6,HD1 6
HD2,HD1 2
HD2 1,HD2 1
HD2 2,HD2 2
HD3,HD3 4
HD3 2,HD3 2
HD3 3,HD3 3
HD3 4,HD3 4
HD4,HD1 2
HD4 5,HD4 5
HD4 6,HD4 6
HD4 7,HD4 7
HD5,HD1 2
HD5 0,HD5 0
HD5 8,HD5 8
HD5 9,HD5 9
HD6,HD6 1
HD6 1,HD6 1
HD6 2,HD6 2
HD6 3,HD6 3
HD6 4,HD6 4
HD7,HD9 6
HD7 4,HD7 4
HD7 5,HD7 5
HD7 6,HD7 6
HD8,HD8 9
HD8 0,HD8 0
HD8 8,HD8 8
HD8 9,HD8 9
HD9,HD9 3
HD9 1,HD9 1
HD9 2,HD9 2
HD9 3,HD9 3
HD9 4,HD9 4
HD9 5,HD9 5
HD9 6,HD9 6
HD9 7,HD9 7
HG1,HG1 4
HG1 1,HG1 1
HG1 2,HG1 2
HG1 3,HG1 3
HG1 4,HG1 4
HG1 5,HG1 5
HG2,HG1 4
HG2 0,HG2 0
HG2 7,HG2 7
HG2 8,HG2 8
HG2 9,HG2 9
HG3,HG1 4
HG3 1,HG3 1
HG3 2,HG3 2
HG3 3,HG3 3
HG3 4,HG3 4
HG3 5,HG3 5
HG4,HG4 1
HG4 1,HG4 1
HG4 2,HG4 2
HG4 3,HG4 3
HG4 4,HG4 4
HG4 5,HG4 5
HG5,HG5 0
HG5 0,HG5 0
HG5 8,HG5 8
HG5 9,HG5 9
HP1,HP1 1
HP1 1,HP1 1
HP1 2,HP1 2
HP1 3,HP1 3
HP100,HP100
HP108,HP108
HP109,HP109
HP111,HP111
HP112,HP112
HP119,HP111
HP123,HP123
HP124,HP124
HP129,HP123
HP135,HP135
HP136,HP136
HP137,HP137
HP143,HP143
HP144,HP144
HP156,HP156
HP157,HP157
HP159,HP157
HP160,HP160
HP166,HP160
HP169,HP169
HP170,HP170
HP178,HP178
HP179,HP179
HP180,HP180
HP181,HP181
HP189,HP189
HP190,HP190
HP193,HP199
HP197,HP197
HP198,HP198
HP199,HP199
HP2,HP1 1
HP2 4,HP2 4
HP2 5,HP2 5
HP2 6,HP2 6
HP2 7,HP2 7
HP201,HP201
HP202,HP202
HP209,HP217
HP217,HP217
HP218,HP218
HP219,HP219
HP220,HP220
HP223,HP223
HP224,HP224
HP225,HP225
HP226,HP226
HP227,HP227
HP229,HP226
HP234,HP234
HP235,HP235
HP236,HP236
HP239,HP234
HP270,HP270
HP277,HP270
HP279,HP279
HP3,HP1 1
HP3 0,HP3 0
HP3 8,HP3 8
HP3 9,HP3 9
HP4,HP4 1
HP4 1,HP4 1
HP4 2,HP4 2
HP4 3,HP4 3
HP5,HP5 2
HP5 1,HP5 1
HP5 2,HP5 2
HP5 3,HP5 3
HP6,HP6 5
HP6 5,HP6 5
HP6 6,HP6 6
HP7,HP6 5
HP7 0,HP7 0
HP7 9,HP7 9
HP8,HP6 5
HP8 4,HP8 4
HP9,HP9 1
HP9 1,HP9 1
HP9 2,HP9 2
HR1,HR4 9
HR1 1,HR1 1
HR1 2,HR1 2
HR1 3,HR1 3
HR1 4,HR1 4
HR2,HR4 9
HR2 0,HR2 0
HR2 6,HR2 6
HR2 7,HR2 7
HR2 8,HR2 8
HR2 9,HR2 9
HR3,HR3 5
HR3 5,HR3 5
HR3 6,HR3 6
HR4,HR4 9
HR4 0,HR4 0
HR4 7,HR4 7
HR4 8,HR4 8
HR4 9,HR4 9
HR5,HR5 3
HR5 3,HR5 3
HR6,HR6 0
HR6 0,HR6 0
HR6 8,HR6 8
HR6 9,HR6 9
HR7,HR7 4
HR7 4,HR7 4
HR8,HR8 1
HR8 1,HR8 1
HR8 2,HR8 2
HR9,HR9 5
HR9 5,HR9 5
HR9 6,HR9 6
HR9 7,HR9 7
HS1,HS1 2
HS1 2,HS1 2
HS2,HS2 0
HS2 0,HS2 0
HS2 9,HS2 9
HS3,HS3 3
HS3 3,HS3 3
HS4,HS4 3
HS4 3,HS4 3
HS5,HS1 2
HS5 3,HS5 3
HS6,HS6 5
HS6 5,HS6 5
HS7,HS7 5
HS7 5,HS7 5
HS8,HS8 5
HS8 5,HS8 5
HS9,HS9 5
HS9 5,HS9 5
HU1,HU1 3
HU1 1,HU1 1
HU1 2,HU1 2
HU1 3,HU1 3
HU1 4,HU1 4
HU106,HU106
HU107,HU107
HU109,HU139
HU114,HU114
HU115,HU115
HU120,HU120
HU128,HU128
HU129,HU129
HU130,HU130
HU133,HU139
HU139,HU139
HU143,HU143
HU149,HU139
HU151,HU151
HU152,HU152
HU164,HU164
HU165,HU165
HU169,HU164
HU170,HU170
HU175,HU175
HU176,HU170
HU177,HU177
HU178,HU178
HU179,HU179
HU181,HU181
HU192,HU192
HU2,HU2 8
HU2 0,HU2 0
HU2 8,HU2 8
HU2 9,HU2 9
HU203,HU203
HU3,HU3 4
HU3 1,HU3 1
HU3 2,HU3 2
HU3 3,HU3 3
HU3 4,HU3 4
HU3 5,HU3 5
HU3 6,HU3 6
HU4,HU4 6
HU4 6,HU4 6
HU4 7,HU4 7
HU5,HU5 4
HU5 1,HU5 1
HU5 2,HU5 2
HU5 3,HU5 3
HU5 4,HU5 4
HU5 5,HU5 5
HU6,HU6 7
HU6 0,HU6 0
HU6 7,HU6 7
HU6 8,HU6 8
HU6 9,HU6 9
HU7,HU7 0
HU7 0,HU7 0
HU7 3,HU7 3
HU7 4,HU7 4
HU7 5,HU7 5
HU7 6,HU7 6
HU8,HU8 7
HU8 0,HU8 0
HU8 7,HU8 7
HU8 8,HU8 8
HU8 9,HU8 9
HU9,HU1 4
HU9 1,HU9 1
HU9 2,HU9 2
HU9 3,HU9 3
HU9 4,HU9 4
HU9 5,HU9 5
HX1,HX1 1
HX1 1,HX1 1
HX1 2,HX1 2
HX1 3,HX1 3
HX1 4,HX1 4
HX1 5,HX1 5
HX2,HX1 1
HX2 0,HX2 0
HX2 6,HX2 6
HX2 7,HX2 7
HX2 8,HX2 8
HX2 9,HX2 9
HX3,HX1 1
HX3 0,HX3 0
HX3 5,HX3 5
HX3 6,HX3 6
HX3 7,HX3 7
HX3 8,HX3 8
HX3 9,HX3 9
HX4,HX1 1
HX4 0,HX4 0
HX4 8,HX4 8
HX4 9,HX4 9
HX5,HX5 0
HX5 0,HX5 0
HX5 9,HX5 9
HX6,HX1 1
HX6 1,HX6 1
HX6 2,HX6 2
HX6 3,HX6 3
HX6 4,HX6 4
HX7,HX7 8
HX7 5,HX7 5
HX7 6,HX7 6
HX7 7,HX7 7
HX7 8,HX7 8
IG1,IG1 1
IG1 1,IG1 1
IG1 2,IG1 2
IG1 3,IG1 3
IG1 4,IG1 4
IG101,IG101
IG102,IG102
IG103,IG103
IG104,IG104
IG109,IG103
IG110,IG110
IG111,IG117
IG117,IG117
IG118,IG118
IG119,IG119
IG2,IG1 1
IG2 6,IG2 6
IG2 7,IG2 7
IG3,IG1 1
IG3 8,IG3 8
IG3 9,IG3 9
IG4,IG4 5
IG4 5,IG4 5
IG5,IG1 1
IG5 0,IG5 0
IG6,IG1 1
IG6 1,IG6 1
IG6 2,IG6 2
IG6 3,IG6 3
IG7,IG8 0
IG7 4,IG7 4
IG7 5,IG7 5
IG7 6,IG7 6
IG8,IG8 0
IG8 0,IG8 0
IG8 7,IG8 7
IG8 8,IG8 8
IG8 9,IG8 9
IG9,IG9 5
IG9 5,IG9 5
IG9 6,IG9 6
IP1,IP1 1
IP1 1,IP1 1
IP1 2,IP1 2
IP1 3,IP1 3
IP1 4,IP1 4
IP1 5,IP1 5
IP1 6,IP1 6
IP100,IP100
IP110,IP110
IP111,IP117
IP112,IP112
IP113,IP113
IP114,IP114
IP116,IP116
IP117,IP117
IP118,IP112
IP119,IP119
IP121,IP121
IP122,IP122
IP123,IP123
IP124,IP124
IP129,IP124
IP130,IP130
IP136,IP136
IP137,IP137
IP138,IP138
IP139,IP139
IP141,IP141
IP142,IP142
IP143,IP143
IP144,IP144
IP145,IP145
IP146,IP146
IP149,IP141
IP155,IP155
IP164,IP164
IP169,IP164
IP171,IP171
IP172,IP172
IP173,IP173
IP179,IP171
IP186,IP186
IP190,IP190
IP191,IP198
IP198,IP198
IP199,IP199
IP2,IP1 1
IP2 0,IP2 0
IP2 8,IP2 8
IP2 9,IP2 9
IP200,IP200
IP209,IP209
IP214,IP214
IP215,IP215
IP221,IP221
IP222,IP222
IP223,IP224
IP224,IP224
IP225,IP225
IP229,IP224
IP237,IP237
IP238,IP238
IP239,IP224
IP241,IP241
IP242,IP242
IP243,IP243
IP249,IP242
IP255,IP255
IP256,IP256
IP257,IP257
IP264,IP264
IP265,IP265
IP270,IP270
IP271,IP270
IP279,IP279
IP281,IP281
IP286,IP286
IP287,IP287
IP288,IP288
IP289,IP287
IP294,IP294
IP295,IP295
IP3,IP1 1
IP3 0,IP3 0
IP3 8,IP3 8
IP3 9,IP3 9
IP300,IP300
IP309,IP309
IP311,IP311
IP312,IP312
IP313,IP313
IP326,IP326
IP327,IP327
IP331,IP331
IP332,IP332
IP333,IP333
IP339,IP327
IP4,IP1 1
IP4 1,IP4 1
IP4 2,IP4 2
IP4 3,IP4 3
IP4 4,IP4 4
IP4 5,IP4 5
IP5,IP5 1
IP5 1,IP5 1
IP5 2,IP5 2
IP5 3,IP5 3
IP6,IP1 1
IP6 0,IP6 0
IP6 8,IP6 8
IP6 9,IP6 9
IP7,IP7 5
IP7 5,IP7 5
IP7 6,IP7 6
IP7 7,IP7 7
IP8,IP1 1
IP8 3,IP8 3
IP8 4,IP8 4
IP9,IP1 1
IP9 1,IP9 1
IP9 2,IP9 2
IP981,IP224
IP986,IP224
IV1,IV1 1
IV1 1,IV1 1
IV1 3,IV1 3
IV108,IV108
IV118,IV118
IV124,IV124
IV125,IV125
IV129,IV129
IV137,IV137
IV149,IV149
IV150,IV159
IV159,IV159
IV169,IV169
IV170,IV170
IV180,IV180
IV189,IV180
IV191,IV191
IV199,IV199
IV2,IV1 1
IV2 3,IV2 3
IV2 4,IV2 4
IV2 5,IV2 5
IV2 6,IV2 6
IV2 7,IV2 7
IV2 8,IV2 8
IV201,IV201
IV212,IV212
IV222,IV222
IV232,IV232
IV243,IV243
IV253,IV253
IV262,IV262
IV274,IV274
IV279,IV274
IV283,IV283
IV3,IV3 8
IV3 5,IV3 5
IV3 8,IV3 8
IV301,IV301
IV302,IV305
IV303,IV306
IV304,IV304
IV305,IV305
IV306,IV306
IV308,IV308
IV309,IV301
IV316,IV316
IV319,IV316
IV327,IV327
IV337,AB387
IV347,AB387
IV357,AB387
IV360,IV361
IV361,IV361
IV362,IV362
IV363,IV363
IV369,IV361
IV4,IV4 7
IV4 7,IV4 7
IV408,IV408
IV418,IV418
IV428,IV428
IV438,IV438
IV448,IV448
IV458,IV458
IV468,IV468
IV478,IV478
IV488,IV488
IV499,IV499
IV5,IV5 7
IV5 7,IV5 7
IV510,IV519
IV519,IV519
IV528,IV528
IV538,IV538
IV548,IV548
IV558,IV558
IV568,IV568
IV6,IV4 7
IV6 7,IV6 7
IV636,IV636
IV637,IV637
IV7,IV159
IV7 8,IV7 8
IV8,IV8 8
IV8 8,IV8 8
IV9,IV9 8
IV9 8,IV9 8
KA1,KA1 3
KA1 1,KA1 1
KA1 2,KA1 2
KA1 3,KA1 3
KA1 4,KA1 4
KA1 5,KA1 5
KA106,KA106
KA107,KA107
KA109,KA106
KA111,KA111
KA112,KA112
KA113,KA113
KA114,KA114
KA115,KA115
KA120,KA120
KA122,KA128
KA128,KA128
KA129,KA129
KA136,KA136
KA137,KA137
KA139,KA136
KA143,KA143
KA151,KA151
KA152,KA152
KA159,KA151
KA169,KA169
KA170,KA170
KA181,KA181
KA182,KA182
KA183,KA183
KA184,KA184
KA189,KA181
KA197,KA197
KA198,KA198
KA199,KA197
KA2,KA2 0
KA2 0,KA2 0
KA2 9,KA2 9
KA203,KA203
KA204,KA204
KA209,KA209
KA215,KA215
KA216,KA216
KA219,KA209
KA227,KA227
KA228,KA228
KA229,KA209
KA239,KA239
KA244,KA244
KA245,KA245
KA249,KA244
KA256,KA256
KA257,KA257
KA259,KA244
KA260,KA260
KA269,KA269
KA278,KA278
KA279,KA278
KA280,KA280
KA290,KA290
KA3,KA3 1
KA3 1,KA3 1
KA3 2,KA3 2
KA3 3,KA3 3
KA3 4,KA3 4
KA3 5,KA3 5
KA3 6,KA3 6
KA3 7,KA3 7
KA300,KA308
KA308,KA308
KA309,KA309
KA4,KA4 8
KA4 8,KA4 8
KA5,KA5 5
KA5 5,KA5 5
KA5 6,KA5 6
KA6,KA7 1
KA6 5,KA6 5
KA6 6,KA6 6
KA6 7,KA6 7
KA7,KA7 1
KA7 1,KA7 1
KA7 2,KA7 2
KA7 3,KA7 3
KA7 4,KA7 4
KA8,KA8 8
KA8 0,KA8 0
KA8 8,KA8 8
KA8 9,KA8 9
KA9,KA9 1
KA9 1,KA9 1
KA9 2,KA9 2
KT1,KT1 3
KT1 1,KT1 1
KT1 2,KT1 2
KT1 3,KT1 3
KT1 4,KT1 4
KT100,KT100
KT101,KT108
KT108,KT108
KT109,KT109
KT111,KT111
KT112,KT112
KT113,KT113
KT119,KT113
KT121,KT121
KT122,KT122
KT123,KT123
KT124,KT124
KT125,KT125
KT129,KT123
KT130,KT130
KT133,KT138
KT138,KT138
KT139,KT139
KT146,KT146
KT147,KT147
KT149,KT130
KT151,KT151
KT152,KT152
KT153,KT153
KT159,KT152
KT160,KT160
KT166,KT169
KT168,KT168
KT169,KT169
KT171,KT171
KT172,KT172
KT173,KT173
KT174,KT174
KT179,KT171
KT185,KT185
KT186,KT186
KT187,KT187
KT190,KT190
KT197,KT197
KT198,KT198
KT199,KT199
KT2,KT1 3
KT2 5,KT2 5
KT2 6,KT2 6
KT2 7,KT2 7
KT205,KT205
KT206,KT206
KT207,KT207
KT209,KT205
KT211,KT211
KT212,KT212
KT219,KT211
KT220,KT220
KT222,KT227
KT227,KT227
KT228,KT228
KT229,KT229
KT233,KT233
KT234,KT234
KT245,KT245
KT246,KT246
KT247,KT245
KT249,KT246
KT3,KT3 4
KT3 3,KT3 3
KT3 4,KT3 4
KT3 5,KT3 5
KT3 6,KT3 6
KT4,KT4 8
KT4 7,KT4 7
KT4 8,KT4 8
KT5,KT1 3
KT5 8,KT5 8
KT5 9,KT5 9
KT6,KT1 3
KT6 4,KT6 4
KT6 5,KT6 5
KT6 6,KT6 6
KT6 7,KT6 7
KT7,KT7 0
KT7 0,KT7 0
KT8,KT8 2
KT8 0,KT8 0
KT8 1,KT8 1
KT8 2,KT8 2
KT8 9,KT8 9
KT9,KT9 1
KT9 1,KT9 1
KT9 2,KT9 2
KW1,KW1 4
KW1 4,KW1 4
KW1 5,KW1 5
KW106,KW106
KW116,KW116
KW126,KW126
KW136,KW136
KW147,KW147
KW148,KW148
KW149,KW147
KW151,KW151
KW159,KW151
KW163,KW163
KW169,KW163
KW172,KW172
KW2 6,KW2 6
KW3,KW3 6
KW3 6,KW3 6
KW5,KW6 6
KW5 6,KW5 6
KW6 6,KW6 6
KW7 6,KW7 6
KW8,KW8 6
KW8 6,KW8 6
KW9,KW9 6
KW9 6,KW9 6
KY1,KY1 1
KY1 1,KY1 1
KY1 2,KY1 2
KY1 3,KY1 3
KY1 4,KY1 4
KY102,KY102
KY103,KY103
KY109,KY103
KY111,KY111
KY112,KY112
KY113,KY113
KY114,KY114
KY115,KY119
KY117,KY117
KY118,KY118
KY119,KY119
KY120,KY120
KY122,KY114
KY127,KY127
KY128,KY128
KY129,KY129
KY130,KY130
KY133,KY138
KY134,KY154
KY137,KY138
KY138,KY138
KY139,KY139
KY146,KY146
KY147,KY147
KY154,KY154
KY155,KY155
KY157,KY157
KY159,KY155
KY160,KY160
KY166,KY168
KY168,KY168
KY169,KY169
KY2,KY2 5
KY2 5,KY2 5
KY2 6,KY2 6
KY3,KY3 9
KY3 0,KY3 0
KY3 9,KY3 9
KY4,KY4 9
KY4 0,KY4 0
KY4 8,KY4 8
KY4 9,KY4 9
KY5,KY5 9
KY5 0,KY5 0
KY5 8,KY5 8
KY5 9,KY5 9
KY6,KY7 4
KY6 1,KY6 1
KY6 2,KY6 2
KY6 3,KY6 3
KY7,KY157
KY7 4,KY7 4
KY7 5,KY7 5
KY7 6,KY7 6
KY8,KY8 9
KY8 1,KY8 1
KY8 2,KY8 2
KY8 3,KY8 3
KY8 4,KY8 4
KY8 5,KY8 5
KY8 6,KY8 6
KY8 9,KY8 9
KY9,KY9 1
KY9 1,KY9 1
KY994,KY118
L1,L2  6
L1  0,L1  0
L1  1,L1  1
L1  2,L1  2
L1  3,L1  3
L1  4,L1  4
L1  5,L1  5
L1  6,L1  6
L1  7,L1  7
L1  8,L1  8
L1  9,L1  9
L10,L9  7
L10 0,L10 0
L10 1,L10 1
L10 2,L10 2
L10 3,L10 3
L10 4,L10 4
L10 5,L10 5
L10 6,L10 6
L10 7,L10 7
L10 8,L10 8
L10 9,L10 9
L11,L11 1
L11 0,L11 0
L11 1,L11 1
L11 2,L11 2
L11 3,L11 3
L11 4,L11 4
L11 5,L11 5
L11 6,L11 6
L11 7,L11 7
L11 8,L11 8
L11 9,L11 9
L12,L12 8
L12 0,L12 0
L12 1,L12 1
L12 2,L12 2
L12 3,L12 3
L12 4,L12 4
L12 5,L12 5
L12 6,L12 6
L12 7,L12 7
L12 8,L12 8
L12 9,L12 9
L13,L15 0
L13 0,L13 0
L13 1,L13 1
L13 2,L13 2
L13 3,L13 3
L13 4,L13 4
L13 5,L13 5
L13 6,L13 6
L13 7,L13 7
L13 8,L13 8
L13 9,L13 9
L14,L12 8
L14 0,L14 0
L14 1,L14 1
L14 2,L14 2
L14 3,L14 3
L14 4,L14 4
L14 5,L14 5
L14 6,L14 6
L14 7,L14 7
L14 8,L14 8
L14 9,L14 9
L15,L15 0
L15 0,L15 0
L15 1,L15 1
L15 2,L15 2
L15 3,L15 3
L15 4,L15 4
L15 5,L15 5
L15 6,L15 6
L15 7,L15 7
L15 8,L15 8
L15 9,L15 9
L16,L15 0
L16 0,L16 0
L16 1,L16 1
L16 2,L16 2
L16 3,L16 3
L16 4,L16 4
L16 5,L16 5
L16 6,L16 6
L16 7,L16 7
L16 8,L16 8
L16 9,L16 9
L17,L17 8
L17 0,L17 0
L17 1,L17 1
L17 2,L17 2
L17 3,L17 3
L17 4,L17 4
L17 5,L17 5
L17 6,L17 6
L17 7,L17 7
L17 8,L17 8
L17 9,L17 9
L18,L18 8
L18 0,L18 0
L18 1,L18 1
L18 2,L18 2
L18 3,L18 3
L18 4,L18 4
L18 5,L18 5
L18 6,L18 6
L18 7,L18 7
L18 8,L18 8
L18 9,L18 9
L19,L19 0
L19 0,L19 0
L19 1,L19 1
L19 2,L19 2
L19 3,L19 3
L19 4,L19 4
L19 5,L19 5
L19 6,L19 6
L19 7,L19 7
L19 8,L19 8
L19 9,L19 9
L2,L2  3
L2  1,L2  1
L2  2,L2  2
L2  3,L2  3
L2  5,L2  5
L2  6,L2  6
L2  9,L2  9
L20,L20 4
L20 0,L20 0
L20 1,L20 1
L20 2,L20 2
L20 3,L20 3
L20 4,L20 4
L20 5,L20 5
L20 6,L20 6
L20 7,L20 7
L20 8,L20 8
L20 9,L20 9
L21,L21 3
L21 0,L21 0
L21 1,L21 1
L21 2,L21 2
L21 3,L21 3
L21 4,L21 4
L21 5,L21 5
L21 6,L21 6
L21 7,L21 7
L21 8,L21 8
L21 9,L21 9
L22,L22 0
L22 0,L22 0
L22 1,L22 1
L22 2,L22 2
L22 3,L22 3
L22 4,L22 4
L22 5,L22 5
L22 6,L22 6
L22 7,L22 7
L22 8,L22 8
L22 9,L22 9
L23,L22 0
L23 0,L23 0
L23 1,L23 1
L23 2,L23 2
L23 3,L23 3
L23 4,L23 4
L23 5,L23 5
L23 6,L23 6
L23 7,L23 7
L23 8,L23 8
L23 9,L23 9
L24,L24 9
L24 0,L24 0
L24 1,L24 1
L24 2,L24 2
L24 3,L24 3
L24 4,L24 4
L24 5,L24 5
L24 6,L24 6
L24 7,L24 7
L24 8,L24 8
L24 9,L24 9
L25,L25 7
L25 0,L25 0
L25 1,L25 1
L25 2,L25 2
L25 3,L25 3
L25 4,L25 4
L25 5,L25 5
L25 6,L25 6
L25 7,L25 7
L25 8,L25 8
L25 9,L25 9
L26,L25 7
L26 0,L26 0
L26 1,L26 1
L26 2,L26 2
L26 3,L26 3
L26 4,L26 4
L26 6,L26 6
L26 7,L26 7
L26 9,L26 9
L27,L27 7
L27 0,L27 0
L27 1,L27 1
L27 2,L27 2
L27 3,L27 3
L27 4,L27 4
L27 5,L27 5
L27 6,L27 6
L27 7,L27 7
L27 8,L27 8
L28,L28 1
L28 0,L28 0
L28 1,L28 1
L28 3,L28 3
L28 4,L28 4
L28 5,L28 5
L28 6,L28 6
L28 7,L28 7
L28 8,L28 8
L29,L29 7
L29 1,L29 1
L29 5,L29 5
L29 7,L29 7
L3,L3  9
L3  0,L3  0
L3  1,L3  1
L3  2,L3  2
L3  3,L3  3
L3  4,L3  4
L3  5,L3  5
L3  6,L3  6
L3  7,L3  7
L3  8,L3  8
L3  9,L3  9
L30,L9  8
L30 0,L30 0
L30 1,L30 1
L30 2,L30 2
L30 3,L30 3
L30 4,L30 4
L30 5,L30 5
L30 6,L30 6
L30 7,L30 7
L30 8,L30 8
L30 9,L30 9
L31,L31 2
L31 0,L31 0
L31 1,L31 1
L31 2,L31 2
L31 3,L31 3
L31 4,L31 4
L31 5,L31 5
L31 6,L31 6
L31 7,L31 7
L31 8,L31 8
L31 9,L31 9
L32,L32 8
L32 0,L32 0
L32 1,L32 1
L32 2,L32 2
L32 3,L32 3
L32 4,L32 4
L32 5,L32 5
L32 6,L32 6
L32 7,L32 7
L32 8,L32 8
L32 9,L32 9
L33,L33 7
L33 0,L33 0
L33 1,L33 1
L33 2,L33 2
L33 3,L33 3
L33 4,L33 4
L33 5,L33 5
L33 6,L33 6
L33 7,L33 7
L33 8,L33 8
L33 9,L33 9
L34,L34 5
L34 0,L34 0
L34 1,L34 1
L34 2,L34 2
L34 3,L34 3
L34 4,L34 4
L34 5,L34 5
L34 6,L34 6
L34 7,L34 7
L34 8,L34 8
L34 9,L34 9
L35,L34 5
L35 0,L35 0
L35 1,L35 1
L35 2,L35 2
L35 3,L35 3
L35 4,L35 4
L35 5,L35 5
L35 6,L35 6
L35 7,L35 7
L35 8,L35 8
L35 9,L35 9
L36,L36 9
L36 0,L36 0
L36 1,L36 1
L36 2,L36 2
L36 3,L36 3
L36 4,L36 4
L36 5,L36 5
L36 6,L36 6
L36 7,L36 7
L36 8,L36 8
L36 9,L36 9
L37,L37 3
L37 0,L37 0
L37 1,L37 1
L37 2,L37 2
L37 3,L37 3
L37 4,L37 4
L37 5,L37 5
L37 6,L37 6
L37 7,L37 7
L37 8,L37 8
L37 9,L37 9
L38,L37 3
L38 0,L38 0
L38 1,L38 1
L38 3,L38 3
L38 6,L38 6
L38 8,L38 8
L38 9,L38 9
L39,L39 2
L39 0,L39 0
L39 1,L39 1
L39 2,L39 2
L39 3,L39 3
L39 4,L39 4
L39 5,L39 5
L39 6,L39 6
L39 7,L39 7
L39 8,L39 8
L39 9,L39 9
L4,L4  4
L4  0,L4  0
L4  1,L4  1
L4  2,L4  2
L4  3,L4  3
L4  4,L4  4
L4  5,L4  5
L4  6,L4  6
L4  7,L4  7
L4  8,L4  8
L4  9,L4  9
L40,L39 2
L40 0,L40 0
L40 1,L40 1
L40 2,L40 2
L40 3,L40 3
L40 4,L40 4
L40 5,L40 5
L40 6,L40 6
L40 7,L40 7
L40 8,L40 8
L40 9,L40 9
L41,CH414
L42,CH421
L43,CH437
L44,CH445
L45,CH454
L46,CH466
L47,CH472
L48,CH485
L49,CH494
L5,L5  3
L5  0,L5  0
L5  1,L5  1
L5  2,L5  2
L5  3,L5  3
L5  4,L5  4
L5  5,L5  5
L5  6,L5  6
L5  7,L5  7
L5  8,L5  8
L5  9,L5  9
L6,L6  2
L6  0,L6  0
L6  1,L6  1
L6  2,L6  2
L6  3,L6  3
L6  4,L6  4
L6  5,L6  5
L6  6,L6  6
L6  7,L6  7
L6  8,L6  8
L6  9,L6  9
L60,CH600
L61,CH611
L62,CH627
L63,CH632
L64,CH649
L65,CH650
L66,CH662
L67,L69 5
L68,L20 2
L69,L3  5
L69 5,L69 5
L7,L7  3
L7  0,L7  0
L7  1,L7  1
L7  2,L7  2
L7  3,L7  3
L7  4,L7  4
L7  5,L7  5
L7  6,L7  6
L7  7,L7  7
L7  8,L7  8
L7  9,L7  9
L70,L3  5
L71,L3  5
L72,L23 0
L73,L69 5
L74,L3  4
L75,L2  9
L8,L8  7
L8  0,L8  0
L8  1,L8  1
L8  2,L8  2
L8  3,L8  3
L8  4,L8  4
L8  5,L8  5
L8  6,L8  6
L8  7,L8  7
L8  8,L8  8
L8  9,L8  9
L80,L9  8
L9,L9  7
L9  0,L9  0
L9  1,L9  1
L9  2,L9  2
L9  3,L9  3
L9  4,L9  4
L9  5,L9  5
L9  6,L9  6
L9  7,L9  7
L9  8,L9  8
L9  9,L9  9
LA1,LA1 1
LA1 1,LA1 1
LA1 2,LA1 2
LA1 3,LA1 3
LA1 4,LA1 4
LA1 5,LA1 5
LA105,LA105
LA116,LA116
LA117,LA117
LA119,LA116
LA120,LA120
LA122,LA120
LA127,LA127
LA128,LA128
LA129,LA129
LA130,LA130
LA139,LA139
LA141,LA141
LA142,LA142
LA143,LA143
LA144,LA144
LA145,LA145
LA149,LA141
LA158,LA158
LA167,LA167
LA177,LA177
LA184,LA184
LA185,LA185
LA189,LA184
LA195,LA195
LA2,LA1 1
LA2 0,LA2 0
LA2 6,LA2 6
LA2 7,LA2 7
LA2 8,LA2 8
